가격,거래 유형,건축물 용도,계약기간,공급/전용면적,관리비,관리비부과기준,기보증금/월세,난방(방식/연료),매물번호,매물특징,방수/욕실수,방향,융자금,이미지 URL,입주가능일,제목,주소,총주차대수,해당면적 세대수,해당층/총층,현관구조
"24억 8,000",매매,공동주택,-,101.34㎡/84.97㎡(전용률84%),25만원,-,-/-,지역난방/열병합,2455412399,-,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20210125_285/hscp_img_1611541725910IiQWv_JPEG/photoinfra_1611541725446.jpg,즉시입주,금호베스트빌 101동,서울시 서초구 잠원동 58,216대(세대당 1.84대),41세대,6/17층,계단식
"24억 8,000",매매,공동주택,-,101.34㎡/84.97㎡(전용률84%),35만원,-,-/-,지역난방/열병합,2455345718,30 트인뷰 입주가능 잠원역 신동초중학교,3/2개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20210125_285/hscp_img_1611541725910IiQWv_JPEG/photoinfra_1611541725446.jpg,즉시입주,금호베스트빌 102동,서울시 서초구 잠원동 58,216대(세대당 1.84대),41세대,8/15층,계단식
25억,매매,공동주택,-,101.34㎡/84.97㎡(전용률84%),30만원,-,-/-,지역난방/열병합,2454696642,"확출,실면적넓고구조좋음.트인전망,신동초중인근,잠원.신사역초역세권",3/2개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20210125_285/hscp_img_1611541725910IiQWv_JPEG/photoinfra_1611541725446.jpg,즉시입주 협의가능,금호베스트빌 102동,서울시 서초구 잠원동 58,216대(세대당 1.84대),41세대,중/15층,계단식
24억,매매,공동주택,-,101.34㎡/84.97㎡(전용률84%),35만원,-,-/-,지역난방/열병합,2456289022,30 입주가능한 로얄동 로얄층 지하주차장 주거편리 잠원역 신동초중,3/2개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20210125_285/hscp_img_1611541725910IiQWv_JPEG/photoinfra_1611541725446.jpg,즉시입주,금호베스트빌 101동,서울시 서초구 잠원동 58,216대(세대당 1.84대),41세대,저/17층,계단식
24억,매매,공동주택,-,101.34㎡/84.97㎡(전용률84%),25만원,-,-/-,지역난방/열병합,2456141938,"30.올수리.입주됨.신동초중교인접.신사,잠원역세권",3/2개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20210125_285/hscp_img_1611541725910IiQWv_JPEG/photoinfra_1611541725446.jpg,즉시입주,금호베스트빌 102동,서울시 서초구 잠원동 58,216대(세대당 1.84대),41세대,중/15층,계단식
"32억 7,000",매매,공동주택,-,166.07㎡/140.36㎡(전용률85%),"21만 8,500원",-,-/-,지역난방/열병합,2455888573,급매  대단지  아파트    중인접,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_25/hscp_img_1332836027353tViqI_JPEG/GW70765_1332836025929.jpg,2025년 1월 17일,금호베스트빌 101동,서울시 서초구 잠원동 58,216대(세대당 1.84대),76세대,고/17층,계단식
"23억 5,000",매매,공동주택,-,101.34㎡/84.97㎡(전용률84%),24만원,정액관리비,-/-,지역난방/열병합,2455156870,잠원역세권 특올수리,3/2개,남향(거실 기준),시세 대비 30% 미만,https://landthumb-phinf.pstatic.net/20210125_285/hscp_img_1611541725910IiQWv_JPEG/photoinfra_1611541725446.jpg,즉시입주 협의가능,금호베스트빌 101동,서울시 서초구 잠원동 58,216대(세대당 1.84대),41세대,중/17층,계단식
35억,매매,공동주택,-,166.07㎡/140.36㎡(전용률85%),45만원,-,"10억5,000/230만원",지역난방/열병합,2455328369,로얄층입니다,4/2개,남향(거실 기준),"8억9,520만원",https://landthumb-phinf.pstatic.net/20120327_25/hscp_img_1332836027353tViqI_JPEG/GW70765_1332836025929.jpg,즉시입주 협의가능,금호베스트빌 101동,서울시 서초구 잠원동 58,216대(세대당 1.85대),76세대,고/17층,계단식
30억,매매,공동주택,-,153.85㎡/132.16㎡(전용률86%),41만원,정액관리비,-/-,지역난방/열병합,2458452805,올수리,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_62/hscp_img_1332836328838CpwFF_JPEG/GW70765_1332836327894.jpg,즉시입주,롯데캐슬갤럭시2차 204동,서울시 서초구 잠원동 50-1,853대(세대당 1.99대),159세대,1/17층,계단식
13억,전세,공동주택,-,128.98㎡/109.56㎡(전용률85%),39만원,정액관리비,-,지역난방/열병합,2458514375,"입주일협의가능, 밝은남향물건",4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_13/hscp_img_13328363200268Gscx_JPEG/GW70765_1332836318918.jpg,즉시입주 협의가능,롯데캐슬갤럭시2차 208동,서울시 서초구 잠원동 50-1,853대(세대당 1.99대),80세대,18/20층,-
13억,전세,공동주택,-,128.98㎡/109.56㎡(전용률85%),41만원,정액관리비,-,지역난방/열병합,2458226317,-,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_13/hscp_img_13328363200268Gscx_JPEG/GW70765_1332836318918.jpg,즉시입주,롯데캐슬갤럭시2차 208동,서울시 서초구 잠원동 50-1,853대(세대당 1.99대),80세대,18/20층,계단식
13억,전세,공동주택,-,128.98㎡/109.56㎡(전용률85%),39만원,정액관리비,-,지역난방/열병합,2457761369,"채광 및 전망 좋은 남향, 한강공원 및 신사역 인접한단지",4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_13/hscp_img_13328363200268Gscx_JPEG/GW70765_1332836318918.jpg,즉시입주 협의가능,롯데캐슬갤럭시2차 208동,서울시 서초구 잠원동 50-1,853대(세대당 1.99대),80세대,18/20층,계단식
32억,매매,공동주택,-,153.85㎡/132.16㎡(전용률86%),50만원,정액관리비,-/-,지역난방/열병합,2457683855,"50. 세안고, 신동초중교인접. 주차편함",4/2개,남향(안방 기준),-,https://landthumb-phinf.pstatic.net/20120327_62/hscp_img_1332836328838CpwFF_JPEG/GW70765_1332836327894.jpg,2026년 1월 15일,롯데캐슬갤럭시2차 205동,서울시 서초구 잠원동 50-1,853대(세대당 1.99대),159세대,17/18층,계단식
13억,전세,공동주택,-,128.98㎡/109.56㎡(전용률85%),28만원,정액관리비,-,지역난방/열병합,2457532979,트인뷰 신동초중 판상형구조,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_13/hscp_img_13328363200268Gscx_JPEG/GW70765_1332836318918.jpg,즉시입주 협의가능,롯데캐슬갤럭시2차 208동,서울시 서초구 잠원동 50-1,853대(세대당 1.99대),80세대,18/20층,계단식
"32억 9,000",매매,공동주택,-,129.34㎡/110.11㎡(전용률85%),40만원,-,-/-,지역난방/열병합,2457573283,"갭투자매물, 투자가치, 양호한 입지,",4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120124_213/land_system_13273805852469ssu7_JPEG/116_8502_4_138B_1269221943726.jpg,2027년 2월 1일 협의가능,롯데캐슬갤럭시2차 206동,서울시 서초구 잠원동 50-1,853대(세대당 1.99대),50세대,10/26층,계단식
35억,매매,공동주택,-,153.85㎡/132.16㎡(전용률86%),43만원,정액관리비,-/-,지역난방/열병합,2458455000,전세 안고,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_62/hscp_img_1332836328838CpwFF_JPEG/GW70765_1332836327894.jpg,즉시입주 협의가능,롯데캐슬갤럭시2차 207동,서울시 서초구 잠원동 50-1,853대(세대당 1.99대),159세대,고/20층,계단식
"31억 5,000",매매,공동주택,-,153.85㎡/132.16㎡(전용률86%),43만원,정액관리비,-/-,지역난방/열병합,2458453766,급매                 RR,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_62/hscp_img_1332836328838CpwFF_JPEG/GW70765_1332836327894.jpg,즉시입주,롯데캐슬갤럭시2차 205동,서울시 서초구 잠원동 50-1,853대(세대당 1.99대),159세대,중/18층,계단식
16억,전세,공동주택,-,153.85㎡/132.16㎡(전용률86%),45만원,정액관리비,-,지역난방/열병합,2458452196,올수리  융자없음,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_62/hscp_img_1332836328838CpwFF_JPEG/GW70765_1332836327894.jpg,즉시입주 협의가능,롯데캐슬갤럭시2차 207동,서울시 서초구 잠원동 50-1,853대(세대당 1.99대),159세대,고/20층,계단식
32억,매매,공동주택,-,128.98㎡/109.56㎡(전용률85%),43만원,정액관리비,-/-,지역난방/열병합,2457092553,-,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_13/hscp_img_13328363200268Gscx_JPEG/GW70765_1332836318918.jpg,즉시입주,롯데캐슬갤럭시2차 208동,서울시 서초구 잠원동 50-1,853대(세대당 1.99대),80세대,10/20층,계단식
32억,매매,공동주택,-,153.85㎡/132.16㎡(전용률86%),47만원,-,15억/90만원,지역난방/열병합,2458614615,46A . 세안고 갭투자 매매 신동초중학교 학세권,4/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_62/hscp_img_1332836328838CpwFF_JPEG/GW70765_1332836327894.jpg,2026년 1월 13일 협의가능,롯데캐슬갤럭시2차 205동,서울시 서초구 잠원동 50-1,853대(세대당 1.99대),159세대,고/18층,계단식
30억,매매,공동주택,-,153.85㎡/132.16㎡(전용률86%),42만원,-,-/-,지역난방/열병합,2456946619,50.급매.올수리.세안고.남향.신동초중교인접.적극추천.,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_62/hscp_img_1332836328838CpwFF_JPEG/GW70765_1332836327894.jpg,즉시입주,롯데캐슬갤럭시2차 204동,서울시 서초구 잠원동 50-1,853대(세대당 1.99대),159세대,1/17층,계단식
32억,매매,공동주택,-,168.28㎡/148.86㎡(전용률88%),"53만 4,300원",정액관리비,-/-,지역난방/열병합,2457032130,55 주인직접 호텔급올수리 입주 가격조정확실,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_61/hscp_img_1332836335655uSHD7_JPEG/GW70765_1332836334250.jpg,2025년 01월 중순 협의가능,롯데캐슬갤럭시2차 202동,서울시 서초구 잠원동 50-1,853대(세대당 1.99대),85세대,1/15층,계단식
11억/200,월세,공동주택,-,153.85㎡/132.16㎡(전용률86%),43만원,정액관리비,-,지역난방/열병합,2457348965,융자없어요,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_62/hscp_img_1332836328838CpwFF_JPEG/GW70765_1332836327894.jpg,즉시입주,롯데캐슬갤럭시2차 204동,서울시 서초구 잠원동 50-1,853대(세대당 1.99대),159세대,저/17층,계단식
33억,매매,공동주택,-,128.98㎡/109.56㎡(전용률85%),40만원,-,-/-,지역난방/열병합,2457396104,올수리 세안고 남향 바로계약,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_13/hscp_img_13328363200268Gscx_JPEG/GW70765_1332836318918.jpg,2026년 7월 15일 협의가능,롯데캐슬갤럭시2차 208동,서울시 서초구 잠원동 50-1,853대(세대당 1.99대),80세대,고/20층,-
34억,매매,공동주택,-,114.75㎡/84.92㎡(전용률74%),33만원,정액관리비,-/-,지역난방/열병합,2458454175,세안고        풀옵션,3/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20170117_297/hscp_img_1484641216203ve3Hg_JPEG/photoinfra_1484641215915.jpg,즉시입주,래미안신반포리오센트 104동,서울시 서초구 잠원동 161,860대(세대당 1.81대),59세대,23/32층,계단식
45억,매매,공동주택,-,172.8㎡/133.37㎡(전용률77%),35만원,정액관리비,-/-,지역난방/열병합,2458082860,신동초 풀옵션 입주가능,4/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20190117_19/hscp_img_1547716943646aYHYI_JPEG/photoinfra_1547716943317.jpg,즉시입주 협의가능,래미안신반포리오센트 101동,서울시 서초구 잠원동 161,860대(세대당 1.81대),214세대,14/25층,계단식
45억,매매,공동주택,-,172.8㎡/133.37㎡(전용률77%),50만원,-,-/-,지역난방/열병합,2458226243,입주가능 신동초중인접 최고급 주거단지입니다,4/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20190117_19/hscp_img_1547716943646aYHYI_JPEG/photoinfra_1547716943317.jpg,2025년 2월 21일,래미안신반포리오센트 105동,서울시 서초구 잠원동 161,860대(세대당 1.81대),214세대,15/29층,계단식
45억,매매,공동주택,-,172.8㎡/133.37㎡(전용률77%),52만원,-,-/-,지역난방/열병합,2457627956,52 베. 스. 트. 추천 입주가능 컨디션최상 갭투자가능 신동초중,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20190117_19/hscp_img_1547716943646aYHYI_JPEG/photoinfra_1547716943317.jpg,즉시입주,래미안신반포리오센트 101동,서울시 서초구 잠원동 161,860대(세대당 1.81대),214세대,14/25층,계단식
45억,매매,공동주택,-,172.8㎡/133.37㎡(전용률77%),45만원,정액관리비,-/-,지역난방/열병합,2457349677,풀옵션  RR   집주인거주   바로이사 가능함,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20190117_19/hscp_img_1547716943646aYHYI_JPEG/photoinfra_1547716943317.jpg,즉시입주,래미안신반포리오센트 101동,서울시 서초구 잠원동 161,860대(세대당 1.81대),214세대,14/25층,계단식
28억,매매,공동주택,-,86.21㎡/59.95㎡(전용률70%),25만원,정액관리비,-/-,지역난방/열병합,2458453268,-,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20170117_279/hscp_img_1484641205315GUhKM_JPEG/photoinfra_1484641205043.jpg,즉시입주 협의가능,래미안신반포리오센트 104동,서울시 서초구 잠원동 161,860대(세대당 1.81대),10세대,고/32층,계단식
33억,매매,공동주택,-,114.72㎡/84.92㎡(전용률74%),35만원,정액관리비,-/-,지역난방/열병합,2458453954,급매,3/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20170117_143/hscp_img_1484641239774UgetV_JPEG/photoinfra_1484641239537.jpg,2023년 10월 27일,래미안신반포리오센트 104동,서울시 서초구 잠원동 161,860대(세대당 1.81대),31세대,중/32층,계단식
33억,매매,공동주택,-,114.72㎡/84.92㎡(전용률74%),35만원,정액관리비,-/-,지역난방/열병합,2458523380,"깔끔하고 세련된 호불호 없는 인테리어, 풀옵션, 정원뷰",3/2개,남향(거실 기준),시세 대비 30% 미만,https://landthumb-phinf.pstatic.net/20170117_143/hscp_img_1484641239774UgetV_JPEG/photoinfra_1484641239537.jpg,즉시입주,래미안신반포리오센트 104동,서울시 서초구 잠원동 161,860대(세대당 1.81대),31세대,저/32층,계단식
10억/480,월세,공동주택,-,172.8㎡/133.37㎡(전용률77%),52만원,-,-,지역난방/열병합,2458462032,52  풀옵션 초록트인뷰 컨디션굿,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20190117_19/hscp_img_1547716943646aYHYI_JPEG/photoinfra_1547716943317.jpg,즉시입주 협의가능,래미안신반포리오센트 101동,서울시 서초구 잠원동 161,860대(세대당 1.81대),214세대,중/25층,-
"33억 5,000",매매,공동주택,-,114.72㎡/84.92㎡(전용률74%),33만원,-,8억/-,지역난방/열병합,2458458075,"34  세안고 매매, 풀옵션",3/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20170117_143/hscp_img_1484641239774UgetV_JPEG/photoinfra_1484641239537.jpg,즉시입주,래미안신반포리오센트 104동,서울시 서초구 잠원동 161,860대(세대당 1.81대),31세대,중/32층,계단식
39억,매매,공동주택,-,141.37㎡/108.37㎡(전용률77%),45만원,-,-/-,지역난방/열병합,2458462297,입주가능 주인세가능 트인뷰,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20190117_269/hscp_img_1547716934950zUk14_JPEG/photoinfra_1547716934733.jpg,즉시입주 협의가능,래미안신반포리오센트 101동,서울시 서초구 잠원동 161,860대(세대당 1.81대),44세대,중/25층,-
43억,매매,공동주택,-,172.8㎡/133.37㎡(전용률77%),50만원,정액관리비,20억/-,지역난방/열병합,2457195834,52 집주인직접의뢰 예쁜정원 뷰의 남향집,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20190117_19/hscp_img_1547716943646aYHYI_JPEG/photoinfra_1547716943317.jpg,2026년 2월 28일 협의가능,래미안신반포리오센트 105동,서울시 서초구 잠원동 161,860대(세대당 1.81대),214세대,3/29층,-
33억,매매,공동주택,-,114.72㎡/84.92㎡(전용률74%),25만원,정액관리비,-/-,지역난방/열병합,2458225595,풀옵션 신동초중5분,3/2개,남서향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20170117_143/hscp_img_1484641239774UgetV_JPEG/photoinfra_1484641239537.jpg,즉시입주 협의가능,래미안신반포리오센트 104동,서울시 서초구 잠원동 161,860대(세대당 1.81대),31세대,중/32층,계단식
34억,매매,공동주택,-,114.72㎡/84.92㎡(전용률74%),35만원,-,-/-,지역난방/열병합,2458319349,신축아파트 급매,3/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20170117_143/hscp_img_1484641239774UgetV_JPEG/photoinfra_1484641239537.jpg,즉시입주,래미안신반포리오센트 104동,서울시 서초구 잠원동 161,860대(세대당 1.81대),31세대,저/32층,계단식
45억,매매,공동주택,-,172.8㎡/133.37㎡(전용률77%),50만원,-,-/-,지역난방/열병합,2457794625,판상형 밝은집 입주가능 풀옵션,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20190117_19/hscp_img_1547716943646aYHYI_JPEG/photoinfra_1547716943317.jpg,즉시입주 협의가능,래미안신반포리오센트 101동,서울시 서초구 잠원동 161,860대(세대당 1.81대),214세대,중/25층,-
45억,매매,공동주택,-,172.8㎡/133.37㎡(전용률77%),30만원,-,-/-,지역난방/열병합,2457371726,로얄동 로얄라인 풀옵션  전세높게안고  신동초중인접,4/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20190117_19/hscp_img_1547716943646aYHYI_JPEG/photoinfra_1547716943317.jpg,2025년 9월 30일,래미안신반포리오센트 105동,서울시 서초구 잠원동 161,860대(세대당 1.81대),214세대,저/29층,계단식
11억/430,월세,공동주택,-,172.8㎡/133.37㎡(전용률77%),38만원,-,-,지역난방/열병합,2458316823,O 51 O 한국 O 多보유 O 협의가능 O,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20190117_19/hscp_img_1547716943646aYHYI_JPEG/photoinfra_1547716943317.jpg,즉시입주,래미안신반포리오센트 101동,서울시 서초구 잠원동 161,860대(세대당 1.81대),214세대,14/25층,-
36억,매매,공동주택,-,114.72㎡/84.92㎡(전용률74%),35만원,-,-/-,지역난방/열병합,2457318453,입주가능 세안아줌 정원뷰,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20170117_143/hscp_img_1484641239774UgetV_JPEG/photoinfra_1484641239537.jpg,2025년 11월 하순 협의가능,래미안신반포리오센트 104동,서울시 서초구 잠원동 161,860대(세대당 1.81대),31세대,저/32층,-
"1,000/850",단기임대,공동주택,3 개월 이상 협의가능,112.51㎡/84.92㎡(전용률75%),40만원,-,-,지역난방/열병합,2458539825,"신축 아파트, 3룸 아파트 단기임대",3/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20200917_261/hscp_img_1600329335240NTLng_JPEG/photoinfra_1600329335022.jpg,즉시입주,신반포르엘 103동,서울시 서초구 잠원동 165,525대(세대당 1.59대),130세대,중/20층,계단식
30억,매매,공동주택,-,80.65㎡/59.99㎡(전용률74%),25만원,정액관리비,-/-,지역난방/열병합,2456968384,"채광 전망좋은 남향물건, 신동초.중학교인접단지",3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20200917_140/hscp_img_1600329304577rd2Bn_JPEG/photoinfra_1600329304315.jpg,즉시입주 협의가능,신반포르엘 102동,서울시 서초구 잠원동 165,525대(세대당 1.59대),64세대,중/35층,계단식
13억,전세,공동주택,-,80.65㎡/59.99㎡(전용률74%),20만원,-,-,지역난방/열병합,2458488039,O 24 SSG O 로얄동호수 O신축깨끗한컨디션 O굿옵션 O탁트인뷰,3/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20200917_140/hscp_img_1600329304577rd2Bn_JPEG/photoinfra_1600329304315.jpg,즉시입주 협의가능,신반포르엘 102동,서울시 서초구 잠원동 165,525대(세대당 1.81대),64세대,중/35층,계단식
13억,전세,공동주택,-,80.65㎡/59.99㎡(전용률74%),26만원,-,-,지역난방/열병합,2458318399,O 24 O 한국 O 신축 O 매물多 O,3/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20200917_140/hscp_img_1600329304577rd2Bn_JPEG/photoinfra_1600329304315.jpg,즉시입주,신반포르엘 102동,서울시 서초구 잠원동 165,525대(세대당 1.59대),64세대,중/35층,계단식
7억/240,월세,공동주택,-,80.65㎡/59.99㎡(전용률74%),25만원,-,-,지역난방/열병합,2458318105,O 24 O 한국 O 8억200 O 조율OK O,3/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20200917_140/hscp_img_1600329304577rd2Bn_JPEG/photoinfra_1600329304315.jpg,즉시입주,신반포르엘 102동,서울시 서초구 잠원동 165,525대(세대당 1.59대),64세대,중/35층,계단식
13억,전세,공동주택,-,80.65㎡/59.99㎡(전용률74%),25만원,-,-,지역난방/열병합,2456593672,탁틔인뷰 입주일협의가능합니다,3/2개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20200917_140/hscp_img_1600329304577rd2Bn_JPEG/photoinfra_1600329304315.jpg,2025년 1월 10일 협의가능,신반포르엘 102동,서울시 서초구 잠원동 165,525대(세대당 1.59대),64세대,중/35층,계단식
"28억 5,000",매매,공동주택,-,80.65㎡/59.99㎡(전용률74%),26만원,정액관리비,-/-,지역난방/열병합,2457883849,풀옵션,3/2개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20200917_140/hscp_img_1600329304577rd2Bn_JPEG/photoinfra_1600329304315.jpg,즉시입주,신반포르엘 102동,서울시 서초구 잠원동 165,525대(세대당 1.59대),64세대,중/35층,계단식
13억,전세,공동주택,-,80.65㎡/59.99㎡(전용률74%),22만원,-,-,지역난방/열병합,2458291165,잘빠진 구조 풀옵션 신동학군 도보 2분,3/2개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20200917_140/hscp_img_1600329304577rd2Bn_JPEG/photoinfra_1600329304315.jpg,즉시입주 협의가능,신반포르엘 102동,서울시 서초구 잠원동 165,525대(세대당 1.59대),64세대,중/35층,계단식
5억/320,월세,공동주택,-,80.65㎡/59.99㎡(전용률74%),26만원,정액관리비,-,지역난방/열병합,2456029188,풇옵션,3/2개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20200917_140/hscp_img_1600329304577rd2Bn_JPEG/photoinfra_1600329304315.jpg,즉시입주 협의가능,신반포르엘 102동,서울시 서초구 잠원동 165,525대(세대당 1.59대),64세대,중/35층,계단식
13억,전세,공동주택,-,80.65㎡/59.99㎡(전용률74%),27만원,-,-,지역난방/열병합,2457660235,24.컨디션최상 풀옵션 시원한뷰 입주협의,3/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20200917_140/hscp_img_1600329304577rd2Bn_JPEG/photoinfra_1600329304315.jpg,즉시입주 협의가능,신반포르엘 102동,서울시 서초구 잠원동 165,525대(세대당 1.59대),64세대,고/35층,계단식
13억,전세,공동주택,-,80.65㎡/59.99㎡(전용률74%),27만원,정액관리비,-,지역난방/열병합,2457862919,"24,귀한전세,풀옵션,관리잘 된 집",3/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20200917_140/hscp_img_1600329304577rd2Bn_JPEG/photoinfra_1600329304315.jpg,즉시입주 협의가능,신반포르엘 102동,서울시 서초구 잠원동 165,525대(세대당 1.59대),64세대,고/35층,계단식
"31억 9,000",매매,공동주택,-,112.51㎡/84.92㎡(전용률75%),30만원,정액관리비,-/-,지역난방/열병합,2457598893,입주가능 투자가능한 로얄동 선호도좋은타입매물,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20200917_261/hscp_img_1600329335240NTLng_JPEG/photoinfra_1600329335022.jpg,즉시입주,신반포르엘 101동,서울시 서초구 잠원동 165,-(세대당 0대),130세대,고/35층,-
5억/320,월세,공동주택,-,80.65㎡/59.99㎡(전용률74%),22만원,-,-,지역난방/열병합,2457342266,잘빠진 구조 풀옵션 신동학군 도보 2분,3/2개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20200917_140/hscp_img_1600329304577rd2Bn_JPEG/photoinfra_1600329304315.jpg,즉시입주 협의가능,신반포르엘 102동,서울시 서초구 잠원동 165,525대(세대당 1.59대),64세대,중/35층,계단식
13억,전세,공동주택,-,80.65㎡/59.99㎡(전용률74%),25만원,정액관리비,-,지역난방/열병합,2455419801,"풀옵션, 채광 및 전망좋음, 입주일협의",3/2개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20200917_140/hscp_img_1600329304577rd2Bn_JPEG/photoinfra_1600329304315.jpg,즉시입주 협의가능,신반포르엘 102동,서울시 서초구 잠원동 165,525대(세대당 1.59대),64세대,중/35층,계단식
9억,전세,-,-,103.77㎡/84.87㎡(전용률82%),30만원,-,-,지역난방/열병합,2458543075,깨끗하게 올수리 융자없음 입주협의,3/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_197/hscp_img_13329163048846yXS7_JPEG/GW70765_1332916303687.jpg,즉시입주 협의가능,잠원현대 102동,서울시 서초구 잠원동 53,158대(세대당 0.66대),238세대,6/15층,-
23억,매매,-,-,103.77㎡/84.87㎡(전용률82%),36만원,정액관리비,-/-,지역난방/열병합,2458226390,특 호텔급수리함   최고의 한강조망을 자랑합니다,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_197/hscp_img_13329163048846yXS7_JPEG/GW70765_1332916303687.jpg,즉시입주 협의가능,잠원현대 101동,서울시 서초구 잠원동 53,158대(세대당 0.66대),238세대,15/19층,계단식
"8억 8,000",전세,-,-,103.77㎡/84.87㎡(전용률82%),26만원,-,-,지역난방/열병합,2458229737,"35. 호탤급올수리.한강전망굿.신동초,중교접.주거최고.",3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_197/hscp_img_13329163048846yXS7_JPEG/GW70765_1332916303687.jpg,즉시입주,잠원현대 102동,서울시 서초구 잠원동 53,158대(세대당 0.66대),238세대,8/15층,계단식
23억,매매,-,-,103.77㎡/84.87㎡(전용률82%),25만원,-,-/-,지역난방/열병합,2458188579,"귀한 입주가능매물,한강뷰특올수리상태 최상,로얄층 채광좋은 남향",3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_197/hscp_img_13329163048846yXS7_JPEG/GW70765_1332916303687.jpg,즉시입주 협의가능,잠원현대 101동,서울시 서초구 잠원동 53,158대(세대당 0.66대),238세대,15/19층,계단식
23억,매매,공동주택,-,103.77㎡/84.87㎡(전용률82%),25만원,-,-/-,지역난방/열병합,2457573431,O SSG 35 O 특올수리 O 입주가능 O 한강조망 굿 O,3/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120328_197/hscp_img_13329163048846yXS7_JPEG/GW70765_1332916303687.jpg,즉시입주,잠원현대 101동,서울시 서초구 잠원동 53,158대(세대당 0.66대),238세대,15/19층,계단식
23억,매매,-,-,103.77㎡/84.87㎡(전용률82%),35만원,-,-/-,지역난방/열병합,2458212901,35. 특올수리. 신동초중인접. 입주가능,3/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_197/hscp_img_13329163048846yXS7_JPEG/GW70765_1332916303687.jpg,즉시입주 협의가능,잠원현대 101동,서울시 서초구 잠원동 53,158대(세대당 0.66대),238세대,저/19층,계단식
