가격,거래 유형,건축물 용도,공급/전용면적,관리비,관리비부과기준,기보증금/월세,난방(방식/연료),매물번호,매물특징,방수/욕실수,방향,융자금,이미지 URL,입주가능일,제목,주소,총주차대수,해당면적 세대수,해당층/총층,현관구조
10억,매매,공동주택,75.07㎡/68.54㎡(전용률91%),4만원,-,"5억3,000/-",개별난방/도시가스,2456126820,반포동 산호아파트 갭투자와 실거주가능,3/2개,남향(거실 기준),-,,2025년 3월 20일 협의가능,산호 1동,서울시 서초구 반포동 741-5,18대(세대당 1.12대),4세대,1/5층,계단식
10억,매매,공동주택,75.07㎡/68.54㎡(전용률91%),4만원,-,-/-,개별난방/도시가스,2455223690,최저가 3룸 아파트 신논현역 인접,3/2개,남향(거실 기준),-,,즉시입주,산호 1동,서울시 서초구 반포동 741-5,18대(세대당 1.1대),4세대,1/5층,계단식
10억,매매,공동주택,75.07㎡/68.54㎡(전용률91%),4만원,정액관리비,"5억3,000/-",개별난방/도시가스,2454343647,급매 개발호재지역 갭투자 매매,3/2개,남향(거실 기준),없음,,즉시입주,산호 1동,서울시 서초구 반포동 741-5,18대(세대당 1.12대),4세대,저/5층,계단식
10억,매매,공동주택,75.07㎡/68.54㎡(전용률91%),4만원,정액관리비,"5억3,000/-",개별난방/도시가스,2453095686,급매 개발호재지역 세안고 신논현역세권,3/2개,남향(거실 기준),-,,2025년 3월 20일 협의가능,산호 1동,서울시 서초구 반포동 741-5,18대(세대당 1.12대),4세대,1/5층,계단식
"9억 9,000",매매,공동주택,75.07㎡/68.54㎡(전용률91%),4만원,-,-/-,개별난방/도시가스,2455232100,3룸 세끼고갭투및 실입주가능 경부고속도로지하화등 신논현역3분,3/2개,남향(거실 기준),-,,즉시입주 협의가능,산호 1동,서울시 서초구 반포동 741-5,18대(세대당 1대),4세대,저/5층,계단식
"13억 5,000",매매,공동주택,117.68㎡/95.38㎡(전용률81%),15만원,-,"6억9,000/-",개별난방/도시가스,2458188269,좋은 임차인 맞춰진 갭투자 가능  방4화2 .  세안고 매매,4/2개,서향(거실 기준),-,,즉시입주,보아스힐 1동,서울시 서초구 반포동 701-4,17대(세대당 1.3대),9세대,3/7층,-
"13억 5,000",매매,공동주택,117.68㎡/95.38㎡(전용률81%),5만원,-,"6억9,000/-",개별난방/도시가스,2458559550,반포동 가성비 좋은 4룸 아파트,4/2개,북서향(거실 기준),없음,,2026년 5월 13일 협의가능,보아스힐 1동,서울시 서초구 반포동 701-4,17대(세대당 1.3대),9세대,중/7층,계단식
"13억 5,000",매매,공동주택,117.68㎡/95.38㎡(전용률81%),20만원,-,-/-,개별난방/도시가스,2454378616,가성비짱 7호선 초역세권 아파트 보아스힐 매매,4/2개,남향(거실 기준),-,,즉시입주 협의가능,보아스힐 1동,서울시 서초구 반포동 701-4,17대(세대당 1.3대),9세대,중/7층,계단식
"13억 5,000",매매,공동주택,117.68㎡/95.38㎡(전용률81%),15만원,-,-/-,개별난방/도시가스,2454792606,주인직접의뢰 사이즈 너무좋은 35  방 4 화2 실입주.갭투자가능,4/2개,남향(거실 기준),-,,즉시입주 협의가능,보아스힐 1동,서울시 서초구 반포동 701-4,17대(세대당 1.30대),9세대,중/7층,-
18억,매매,공동주택,73.43㎡/59.56㎡(전용률81%),18만원,정액관리비,-/-,개별난방/도시가스,2457852129,25 집주인 직접 사드리고 의뢰 1년전 최신특급올수리됨,3/1개,남향(거실 기준),"6억7,850만원",,즉시입주,잠원현대훼밀리 101동,서울시 서초구 잠원동 59-3,113대(세대당 1.00대),67세대,중/17층,복도식
23억,매매,공동주택,104.2㎡/84.52㎡(전용률81%),25만원,정액관리비,-/-,개별난방/도시가스,2457896496,35 집주인직접의뢰함 고액전세안고 최소의 갭투자,3/2개,남향(거실 기준),"6억7,850만원",https://landthumb-phinf.pstatic.net/20130313_76/hscp_img_1363157070309mCgLp_JPEG/photoinfra_1363157069946.jpg,즉시입주,잠원현대훼밀리 101동,서울시 서초구 잠원동 59-3,113대(세대당 1.00대),33세대,저/17층,복도식
"6억 5,000",전세,공동주택,73.43㎡/59.56㎡(전용률81%),25만원,-,-,개별난방/도시가스,2457575653,25 주인직접의뢰 특올수리 신혼부부추천 귀한전세 초역세권,3/1개,남향(거실 기준),-,,2025년 1월 20일 협의가능,잠원현대훼밀리 101동,서울시 서초구 잠원동 59-3,113대(세대당 1.00대),67세대,3/17층,복도식
"6억 5,000",전세,공동주택,73.43㎡/59.56㎡(전용률81%),20만원,-,-,개별난방/도시가스,2457474068,반포역 바로앞 신혼 강추,3/1개,남향(거실 기준),-,,즉시입주 협의가능,잠원현대훼밀리 101동,서울시 서초구 잠원동 59-3,113대(세대당 1대),67세대,3/17층,복도식
"6억 5,000",전세,공동주택,73.43㎡/59.56㎡(전용률81%),25만원,-,-,개별난방/도시가스,2457167668,"25  특올수리,반포역 초역세 생활권",3/1개,남향(거실 기준),-,,2025년 2월 5일 협의가능,잠원현대훼밀리 101동,서울시 서초구 잠원동 59-3,113대(세대당 1대),67세대,3/17층,복도식
18억,매매,공동주택,73.43㎡/59.56㎡(전용률81%),20만원,-,-/-,개별난방/도시가스,2457961047,25.입주.갭투가능.초역세권.반포역3분.채광좋은 남향.,3/1개,남향(거실 기준),-,,2024년 9월 10일 협의가능,잠원현대훼밀리 101동,서울시 서초구 잠원동 59-3,113대(세대당 1.00대),67세대,중/17층,복도식
22억,매매,공동주택,104.19㎡/84.51㎡(전용률81%),25만원,-,-/-,개별난방/도시가스,2458032362,35. 남향.채광좋음.특올수리.반포역 초역세권.실입주가능.,3/2개,남향(거실 기준),-,,2025년 6월 28일 협의가능,잠원현대훼밀리 101동,서울시 서초구 잠원동 59-3,113대(세대당 1.00대),13세대,저/17층,계단식
23억,매매,공동주택,104.19㎡/84.51㎡(전용률81%),25만원,-,-/-,개별난방/도시가스,2457961603,35. 남향.채광좋음.특올수리.반포역 초역세권.실입주가능.,3/2개,남향(거실 기준),-,,2026년 12월 15일 협의가능,잠원현대훼밀리 101동,서울시 서초구 잠원동 59-3,113대(세대당 1.00대),13세대,저/17층,계단식
23억,매매,공동주택,104.19㎡/84.51㎡(전용률81%),30만원,-,5억/160만원,개별난방/도시가스,2457931553,35 올수리 교통 편리 반포역 전세 맞춰진 갭투자 추천 매물,3/2개,남향(거실 기준),-,,즉시입주 협의가능,잠원현대훼밀리 101동,서울시 서초구 잠원동 59-3,113대(세대당 1대),13세대,저/17층,계단식
18억,매매,공동주택,73.43㎡/59.56㎡(전용률81%),18만원,정액관리비,-/-,개별난방/도시가스,2457855389,25 귀한 최신특급올수리 매물 직접 사드리고 의뢰,3/1개,남향(거실 기준),"6억7,850만원",,즉시입주,잠원현대훼밀리 101동,서울시 서초구 잠원동 59-3,113대(세대당 1.00대),67세대,고/17층,복도식
22억,매매,공동주택,104.2㎡/84.52㎡(전용률81%),25만원,정액관리비,-/-,개별난방/도시가스,2457899773,35 집주인직접의뢰함 포스코더샵 리모델링 적극추진중,3/2개,남향(거실 기준),"6억7,850만원",https://landthumb-phinf.pstatic.net/20130313_76/hscp_img_1363157070309mCgLp_JPEG/photoinfra_1363157069946.jpg,즉시입주,잠원현대훼밀리 101동,서울시 서초구 잠원동 59-3,113대(세대당 1.00대),33세대,저/17층,복도식
18억,매매,공동주택,73.43㎡/59.56㎡(전용률81%),18만원,정액관리비,-/-,개별난방/도시가스,2457853716,25 귀한매물 직접 사드리고 의뢰  특급호텔올수리됨,3/1개,남향(거실 기준),"6억7,850만원",,즉시입주,잠원현대훼밀리 101동,서울시 서초구 잠원동 59-3,113대(세대당 1.00대),67세대,고/17층,복도식
"6억 5,000",전세,공동주택,73.43㎡/59.56㎡(전용률81%),20만원,-,-,개별난방/도시가스,2457447450,"25 귀한전세,특올수리,신혼부부강추,초역세권",3/1개,남향(거실 기준),-,,즉시입주,잠원현대훼밀리 101동,서울시 서초구 잠원동 59-3,113대(세대당 1대),67세대,저/17층,복도식
22억,매매,공동주택,104.2㎡/84.52㎡(전용률81%),25만원,-,8억/-,개별난방/도시가스,2457310453,-,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20130313_76/hscp_img_1363157070309mCgLp_JPEG/photoinfra_1363157069946.jpg,2025년 07월 중순 협의가능,잠원현대훼밀리 101동,서울시 서초구 잠원동 59-3,113대(세대당 1대),33세대,저/17층,계단식
"6억 5,000",전세,공동주택,73.43㎡/59.56㎡(전용률81%),20만원,-,-,개별난방/도시가스,2456937377,"특올수리.남향,반포역초역세권,생활시설편리.반원초,경원중",3/1개,남향(거실 기준),-,,즉시입주,잠원현대훼밀리 101동,서울시 서초구 잠원동 59-3,113대(세대당 1대),67세대,저/17층,복도식
"6억 5,000",전세,공동주택,73.43㎡/59.56㎡(전용률81%),20만원,-,-,개별난방/도시가스,2456538387,반포역역세권 특올수리,3/1개,남향(거실 기준),-,,2025년 1월 10일 협의가능,잠원현대훼밀리 101동,서울시 서초구 잠원동 59-3,113대(세대당 1대),67세대,저/17층,복도식
"6억 5,000",전세,공동주택,73.43㎡/59.56㎡(전용률81%),20만원,-,-,개별난방/도시가스,2456904380,ONE25 O화이트톤수리상태굿 O초역세권편의성좋은곳 O입주협의,3/1개,남향(거실 기준),-,,즉시입주,잠원현대훼밀리 101동,서울시 서초구 잠원동 59-3,113대(세대당 1.00대),67세대,저/17층,복도식
14억,매매,공동주택,76.03㎡/54.74㎡(전용률72%),25만원,-,-/-,개별난방/도시가스,2458365528,"23.특올수리, 임차부7억, 갭투, 고속버스터미널 위치 최고",3/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_165/hscp_img_1332836241524xbyte_JPEG/GW70765_1332836240210.jpg,2026년 11월 10일 협의가능,잠원위브 101동,서울시 서초구 잠원동 76-2,49대(세대당 1.00대),15세대,5/10층,계단식
14억,매매,공동주택,76.03㎡/54.74㎡(전용률72%),20만원,-,-/-,개별난방/도시가스,2457946649,ONE23 O위치좋은소형투자 O주인거주최근리모델링  O방3구조좋음,3/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_165/hscp_img_1332836241524xbyte_JPEG/GW70765_1332836240210.jpg,즉시입주 협의가능,잠원위브 101동,서울시 서초구 잠원동 76-2,49대(세대당 1대),15세대,5/10층,-
"13억 8,000",매매,공동주택,76.03㎡/54.74㎡(전용률72%),20만원,-,-/-,개별난방/도시가스,2457906681,23 특올수리 입지최고 한강도보 트리플역세권,3/1개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_165/hscp_img_1332836241524xbyte_JPEG/GW70765_1332836240210.jpg,즉시입주 협의가능,잠원위브 101동,서울시 서초구 잠원동 76-2,49대(세대당 1.00대),15세대,5/10층,계단식
14억,매매,공동주택,76.03㎡/54.74㎡(전용률72%),25만원,-,-/-,개별난방/도시가스,2457012473,잠원동 입성 찬스 한강 가까운 틈새 아파트,3/1개,동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_165/hscp_img_1332836241524xbyte_JPEG/GW70765_1332836240210.jpg,즉시입주,잠원위브 101동,서울시 서초구 잠원동 76-2,49대(세대당 1대),15세대,8/10층,복도식
7억,전세,공동주택,76.03㎡/54.74㎡(전용률72%),20만원,정액관리비,-,개별난방/도시가스,2458606197,올수리 깨끗 합니다 융자 없습니다,3/1개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_165/hscp_img_1332836241524xbyte_JPEG/GW70765_1332836240210.jpg,즉시입주,잠원위브 101동,서울시 서초구 잠원동 76-2,49대(세대당 1대),15세대,8/10층,복도식
16억,매매,공동주택,76.03㎡/54.74㎡(전용률72%),25만원,-,"7억5,000/-",개별난방/도시가스,2457267942,소유주 직접. 전세끼고 매매. 입주는 임차인과 협의. 26년 1월이후,3/1개,동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_165/hscp_img_1332836241524xbyte_JPEG/GW70765_1332836240210.jpg,2026년 01월 초순 협의가능,잠원위브 101동,서울시 서초구 잠원동 76-2,49대(세대당 1대),15세대,고/10층,계단식
"13억 8,000",매매,공동주택,76.03㎡/54.74㎡(전용률72%),20만원,-,7억/-,개별난방/도시가스,2456314537,"전체특올수리,주인7억세가능,전철역5분",3/1개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_165/hscp_img_1332836241524xbyte_JPEG/GW70765_1332836240210.jpg,즉시입주,잠원위브 101동,서울시 서초구 잠원동 76-2,49대(세대당 1대),15세대,5/10층,-
14억,매매,공동주택,76.03㎡/54.74㎡(전용률72%),25만원,-,-/-,개별난방/도시가스,2456140413,23.급매.특호텔급.명도.세안고.트리플고터역세권.주거최고.갭투가,3/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_165/hscp_img_1332836241524xbyte_JPEG/GW70765_1332836240210.jpg,즉시입주,잠원위브 101동,서울시 서초구 잠원동 76-2,49대(세대당 1대),15세대,5/10층,복도식
12억,매매,공동주택,64.71㎡/46.95㎡(전용률73%),25만원,-,-/-,개별난방/도시가스,2456436614,전세안고,2/1개,동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_142/hscp_img_13328362269257Mymo_JPEG/GW70765_1332836225481.jpg,2025년 12월 17일 협의가능,잠원위브 101동,서울시 서초구 잠원동 76-2,49대(세대당 1대),14세대,저/10층,복도식
"13억 8,000",매매,공동주택,76.03㎡/54.74㎡(전용률72%),20만원,정액관리비,-/-,개별난방/도시가스,2455246500,특올수리 트리플역세권,3/1개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_165/hscp_img_1332836241524xbyte_JPEG/GW70765_1332836240210.jpg,즉시입주 협의가능,잠원위브 101동,서울시 서초구 잠원동 76-2,49대(세대당 1.00대),15세대,5/10층,-
"13억 8,000",매매,공동주택,76.03㎡/54.74㎡(전용률72%),20만원,-,-/-,개별난방/도시가스,2456943885,주인실제매물 23 전체특A호텔급올수리 확장형 주인명도 조건협의 굿,3/1개,동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_165/hscp_img_1332836241524xbyte_JPEG/GW70765_1332836240210.jpg,즉시입주,잠원위브 101동,서울시 서초구 잠원동 76-2,49대(세대당 1대),15세대,5/10층,계단식
12억,매매,공동주택,64.71㎡/46.95㎡(전용률73%),17만원,-,-/-,개별난방/도시가스,2455831932,주인실제매물 19 올수리 깨끗 고액전세안고 추천매물 한강접근성 최고굿,2/1개,동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_5/hscp_img_1332836233450gLcPI_JPEG/GW70765_1332836232126.jpg,즉시입주,잠원위브 101동,서울시 서초구 잠원동 76-2,49대(세대당 1대),16세대,저/10층,계단식
"7억 5,000",전세,공동주택,76.03㎡/54.74㎡(전용률72%),20만원,-,-,개별난방/도시가스,2456897173,"전체올수리,방3,입주날짜 조율가능,고속터미널역 3분,강추매물",3/1개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_165/hscp_img_1332836241524xbyte_JPEG/GW70765_1332836240210.jpg,2025년 2월 20일 협의가능,잠원위브 101동,서울시 서초구 잠원동 76-2,49대(세대당 1대),15세대,저/10층,복도식
"13억 8,000",매매,공동주택,76.03㎡/54.74㎡(전용률72%),19만원,-,-/-,개별난방/도시가스,2456516794,23형 주인직접o 깔끔깨끗o 방3개 지하주차장연결o,3/1개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_165/hscp_img_1332836241524xbyte_JPEG/GW70765_1332836240210.jpg,즉시입주 협의가능,잠원위브 101동,서울시 서초구 잠원동 76-2,49대(세대당 1.00대),15세대,고/10층,계단식
12억,매매,공동주택,64.71㎡/46.95㎡(전용률73%),20만원,정액관리비,-/-,개별난방/도시가스,2454159500,19 급매 세안고 특올수리 지하철379호선 5분거리,2/1개,동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_142/hscp_img_13328362269257Mymo_JPEG/GW70765_1332836225481.jpg,즉시입주 협의가능,잠원위브 101동,서울시 서초구 잠원동 76-2,49대(세대당 1대),14세대,고/10층,복도식
12억,매매,공동주택,64.71㎡/46.95㎡(전용률73%),25만원,-,6억/-,개별난방/도시가스,2457073782,-,2/1개,동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_142/hscp_img_13328362269257Mymo_JPEG/GW70765_1332836225481.jpg,즉시입주,잠원위브 101동,서울시 서초구 잠원동 76-2,1대(세대당 1대),14세대,저/10층,복합식
12억,매매,공동주택,64.71㎡/46.95㎡(전용률73%),20만원,-,-/-,개별난방/도시가스,2455636684,19 특올수리 트리플초역세권 입주협의 매수가능,2/1개,동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_142/hscp_img_13328362269257Mymo_JPEG/GW70765_1332836225481.jpg,즉시입주,잠원위브 101동,서울시 서초구 잠원동 76-2,49대(세대당 1.00대),14세대,고/10층,복도식
28억,매매,공동주택,135.31㎡/110.79㎡(전용률82%),2만원,-,-/-,개별난방/도시가스,2458364436,올수리 남향 공원뷰 학군및 생활편의최고,4/2개,남동향(거실 기준),없음,,즉시입주 협의가능,반포파크 1동,서울시 서초구 반포동 3-3,20대(세대당 1.66대),3세대,3/6층,계단식
14억,전세,공동주택,135.31㎡/110.79㎡(전용률82%),22만원,-,-,개별난방/도시가스,2455144915,남향 올수리 정상입주,4/2개,남동향(거실 기준),-,,즉시입주,반포파크 1동,서울시 서초구 반포동 3-3,20대(세대당 1.66대),3세대,중/6층,계단식
"44억 5,000",매매,공동주택,149.53㎡/137.1㎡(전용률92%),40만원,-,-/-,지역난방/열병합,2458462980,45  주인직접 로얄층 초역세권  대단지 재건축 입주가,4/2개,남동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_110/hscp_img_1332836757996J2gFG_JPEG/GW70765_1332836756991.jpg,즉시입주 협의가능,신반포4차 208동,서울시 서초구 잠원동 70,1212대(세대당 1.00대),216세대,11/12층,계단식
45억,매매,공동주택,149.53㎡/137.1㎡(전용률92%),40만원,-,-/-,지역난방/열병합,2458489495,45 재건축 시공사선정임박  시원한뷰 입주갭투 공동환영,4/2개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_110/hscp_img_1332836757996J2gFG_JPEG/GW70765_1332836756991.jpg,즉시입주,신반포4차 208동,서울시 서초구 잠원동 70,1212대(세대당 1대),216세대,11/12층,계단식
45억,매매,공동주택,149.53㎡/137.1㎡(전용률92%),45만원,-,-/-,지역난방/열병합,2458504924,45.  기본. 급매. 전세 가득 안거나 입주 가능. 갭투자ok.강추,4/2개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_110/hscp_img_1332836757996J2gFG_JPEG/GW70765_1332836756991.jpg,즉시입주,신반포4차 208동,서울시 서초구 잠원동 70,1212대(세대당 1대),216세대,11/12층,계단식
45억,매매,공동주택,149.53㎡/137.1㎡(전용률92%),45만원,정액관리비,-/-,지역난방/열병합,2458319361,"45. o특올수리, o확장,o트리플역세권 o주택재건축주진중",4/2개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_110/hscp_img_1332836757996J2gFG_JPEG/GW70765_1332836756991.jpg,즉시입주 협의가능,신반포4차 208동,서울시 서초구 잠원동 70,1212대(세대당 1대),216세대,11/12층,계단식
45억,매매,공동주택,149.53㎡/137.1㎡(전용률92%),30만원,정액관리비,-/-,지역난방/열병합,2458253404,"45바로진행,귀한매물,재건축,최고의 입지,초역세권, 조합원승계",4/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_110/hscp_img_1332836757996J2gFG_JPEG/GW70765_1332836756991.jpg,즉시입주 협의가능,신반포4차 208동,서울시 서초구 잠원동 70,1212대(세대당 1대),216세대,11/12층,계단식
45억,매매,공동주택,149.53㎡/137.1㎡(전용률92%),38만원,정액관리비,-/-,지역난방/열병합,2458140229,45 최고의입지프리미엄 대단지 재건축아파트 대형시공사선정임박,4/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_110/hscp_img_1332836757996J2gFG_JPEG/GW70765_1332836756991.jpg,즉시입주,신반포4차 208동,서울시 서초구 잠원동 70,1212대(세대당 1대),216세대,11/12층,계단식
45억,매매,공동주택,149.53㎡/137.1㎡(전용률92%),45만원,-,-/-,지역난방/열병합,2457582314,"45 조합원승계물건, 주인이 전세사는 조건,갭투,최고의입지인 대단지",4/2개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_110/hscp_img_1332836757996J2gFG_JPEG/GW70765_1332836756991.jpg,즉시입주 협의가능,신반포4차 208동,서울시 서초구 잠원동 70,1212대(세대당 1.00대),216세대,11/12층,계단식
45억,매매,공동주택,149.53㎡/137.1㎡(전용률92%),35만원,-,-/-,지역난방/열병합,2457407348,-,4/2개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_110/hscp_img_1332836757996J2gFG_JPEG/GW70765_1332836756991.jpg,즉시입주 협의가능,신반포4차 208동,서울시 서초구 잠원동 70,1212대(세대당 1.00대),216세대,11/12층,계단식
45억,매매,공동주택,149.53㎡/137.1㎡(전용률92%),"44만 1,000원",-,-/-,지역난방/열병합,2458566659,"45 조합원승계,재건축추진중, 입주가능,최고의 프리미엄 단지.입지최고",4/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_110/hscp_img_1332836757996J2gFG_JPEG/GW70765_1332836756991.jpg,즉시입주 협의가능,신반포4차 208동,서울시 서초구 잠원동 70,1212대(세대당 1대),216세대,고/12층,계단식
40억,매매,공동주택,113.14㎡/105.44㎡(전용률93%),35만원,-,-/-,지역난방/열병합,2458597511,35   최고의 재건축단지,4/1개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20191210_90/hscp_img_1575944697619LDqrd_JPEG/photoinfra_1575944697351.jpg,즉시입주 협의가능,신반포4차 205동,서울시 서초구 잠원동 70,1212대(세대당 1대),99세대,중/12층,복도식
45억,매매,공동주택,149.53㎡/137.1㎡(전용률92%),45만원,-,-/-,지역난방/열병합,2458502297,"45, 역세권 재건축, 소유주직접 찐매물, 관리잘된 예쁜집, 조합설립인가",4/2개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_110/hscp_img_1332836757996J2gFG_JPEG/GW70765_1332836756991.jpg,즉시입주 협의가능,신반포4차 208동,서울시 서초구 잠원동 70,1212대(세대당 1대),216세대,고/12층,계단식
40억,매매,공동주택,115.23㎡/107.39㎡(전용률93%),40만원,-,-/-,지역난방/열병합,2458375757,"35, 명도가능, 트리플역세권, 재건축 49층 추진, 명품학군",4/1개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20191210_98/hscp_img_1575944709696Gif7u_JPEG/photoinfra_1575944709481.jpg,즉시입주 협의가능,신반포4차 211동,서울시 서초구 잠원동 70,1212대(세대당 1.00대),88세대,저/12층,복도식
8억,전세,공동주택,113.14㎡/105.44㎡(전용률93%),35만원,-,-,지역난방/열병합,2458567642,"35 거실확장,화이트톤특올수리,난방,융무,반원초,경원중",4/1개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20191210_90/hscp_img_1575944697619LDqrd_JPEG/photoinfra_1575944697351.jpg,즉시입주 협의가능,신반포4차 205동,서울시 서초구 잠원동 70,1212대(세대당 1.00대),99세대,10/12층,복도식
37억,매매,공동주택,103.57㎡/96.48㎡(전용률93%),20만원,-,-/-,지역난방/열병합,2458243371,33 거실난방  올수리 세안고 또는 입주협의,3/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20191210_247/hscp_img_1575944683780HyWsH_JPEG/photoinfra_1575944683557.jpg,즉시입주 협의가능,신반포4차 204동,서울시 서초구 잠원동 70,1212대(세대당 2대),220세대,중/12층,복도식
"35억 5,000",매매,공동주택,103.57㎡/96.48㎡(전용률93%),32만원,-,-/-,지역난방/열병합,2458302038,31 대단지재건축 시공사선정임박 급매 올수리,3/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20191210_247/hscp_img_1575944683780HyWsH_JPEG/photoinfra_1575944683557.jpg,즉시입주 협의가능,신반포4차 201동,서울시 서초구 잠원동 70,1212대(세대당 1대),220세대,저/12층,-
40억,매매,공동주택,115.23㎡/107.39㎡(전용률93%),35만원,-,-/-,지역난방/열병합,2458240617,35  특올수리 입주가능 시공사선정임박,4/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20191210_98/hscp_img_1575944709696Gif7u_JPEG/photoinfra_1575944709481.jpg,즉시입주,신반포4차 211동,서울시 서초구 잠원동 70,1212대(세대당 1대),88세대,저/12층,복도식
45억,매매,공동주택,149.53㎡/137.1㎡(전용률92%),40만원,-,-/-,지역난방/열병합,2458213295,45. 미래가치 높은 대단지. 조합원 승계. 후회없는 선택,4/2개,남동향(거실 기준),4억332만원,https://landthumb-phinf.pstatic.net/20120327_110/hscp_img_1332836757996J2gFG_JPEG/GW70765_1332836756991.jpg,즉시입주,신반포4차 208동,서울시 서초구 잠원동 70,1212대(세대당 1대),216세대,고/12층,계단식
36억,매매,공동주택,103.57㎡/96.48㎡(전용률93%),35만원,-,-/-,지역난방/열병합,2458239639,31  입주가능 시공사선정임박 수리됨,3/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20191210_247/hscp_img_1575944683780HyWsH_JPEG/photoinfra_1575944683557.jpg,즉시입주,신반포4차 204동,서울시 서초구 잠원동 70,1212대(세대당 1대),220세대,중/12층,복도식
37억,매매,공동주택,103.57㎡/96.48㎡(전용률93%),30만원,-,-/-,지역난방/열병합,2458319189,"33 단독 재건축 추진중, 최고의 단지 , 매수 적기 , 입주가능",3/1개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20191210_247/hscp_img_1575944683780HyWsH_JPEG/photoinfra_1575944683557.jpg,즉시입주,신반포4차 204동,서울시 서초구 잠원동 70,1212대(세대당 1.00대),220세대,중/12층,복도식
"26억 6,000",매매,-,109.07㎡/84.91㎡(전용률78%),28만원,-,-/-,개별난방/도시가스,2458528592,"올수리, 입주가능, 남향, DH현대 리모델링 추진중",3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_255/hscp_img_1332916184693KYyEY_JPEG/GW70765_1332916183618.jpg,즉시입주 협의가능,동아 102동,서울시 서초구 잠원동 157,1025대(세대당 1.03대),690세대,2/20층,계단식
"26억 6,000",매매,-,109.07㎡/84.91㎡(전용률78%),27만원,정액관리비,-/-,개별난방/도시가스,2458580940,32 확장된특올수리 전세안고갭투자추천 입주가능,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_255/hscp_img_1332916184693KYyEY_JPEG/GW70765_1332916183618.jpg,2025년 02월 중순 협의가능,동아 102동,서울시 서초구 잠원동 157,1025대(세대당 1.03대),690세대,2/20층,계단식
"26억 6,000",매매,-,109.07㎡/84.91㎡(전용률78%),24만원,-,-/-,개별난방/도시가스,2458623907,32 찐매물 확출 올수리  리모델링 추진중 입주과 갶투자가능,3/2개,남동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120328_255/hscp_img_1332916184693KYyEY_JPEG/GW70765_1332916183618.jpg,2025년 12월 10일 협의가능,동아 102동,서울시 서초구 잠원동 157,1025대(세대당 1대),690세대,2/20층,계단식
10억,전세,공동주택,109.07㎡/84.91㎡(전용률78%),32만원,-,-,개별난방/도시가스,2458507584,32 특올수리 비어있음 융자무 입주조건 맞춰드림 선호단지,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_255/hscp_img_1332916184693KYyEY_JPEG/GW70765_1332916183618.jpg,즉시입주 협의가능,동아 103동,서울시 서초구 잠원동 157,1025대(세대당 1.03대),690세대,6/20층,계단식
